statename,STATEFIP,YEAR,_TYPE_,_FREQ_,smartphonepct,comppct,broadbandpct,intpct,agepct
New York,36,2017,7,196585,0.848113791,0.8465757845,0.8613713182,0.912016348,41.572032454
New York,36,2018,7,196967,0.8653128619,0.8443035125,0.8545946911,0.9199457477,41.831281382
New York,36,2019,7,198788,0.8821273127,0.8446867791,0.852955642,0.9287042315,42.380294585
New York,36,2020,7,163958,0.9009887743,0.8558985269,0.867498407,0.9394359036,42.634625941
North Carolina,37,2013,7,97310,,0.8173196501,0.8862487994,0.814681042,40.909844826
North Carolina,37,2014,7,97830,,0.8181456469,0.8839012029,0.8291681005,41.246131044
North Carolina,37,2015,7,98184,,0.816221656,0.8932545991,0.8419694666,41.592540536
North Carolina,37,2016,7,99596,0.794584994,0.8150313461,0.8501662201,0.8787491146,41.612243464
North Carolina,37,2017,7,101233,0.8479759995,0.8193295694,0.8494103633,0.8970707723,41.78284749
North Carolina,37,2018,7,102523,0.8755693411,0.8232930072,0.8434387985,0.9088023742,42.081718249
North Carolina,37,2019,7,103516,0.8905924625,0.8235882569,0.8475388248,0.9195214569,42.58804436
North Carolina,37,2020,7,75884,0.9053002517,0.836260338,0.8625840887,0.9305285868,42.901125402
North Dakota,38,2013,7,7435,,0.8483641536,0.8684070325,0.8489331437,41.329791527
North Dakota,38,2014,7,7625,,0.8496136865,0.8776668961,0.8500275938,41.75252459
North Dakota,38,2015,7,7869,,0.8384471718,0.8853503185,0.8588580576,40.774939637
North Dakota,38,2016,7,7864,0.7754747259,0.8292324151,0.8612021858,0.8894089329,40.991353001
North Dakota,38,2017,7,7892,0.8198138298,0.8308510638,0.8597010277,0.897606383,41.123669539
North Dakota,38,2018,7,7876,0.8482749434,0.8152391102,0.8627298224,0.9015585454,41.500507872
North Dakota,38,2019,7,7960,0.8690570003,0.8246650906,0.8641021833,0.9127922248,41.560050251
North Dakota,38,2020,7,7790,0.8885722041,0.8531487514,0.8871733967,0.9383821933,41.764056483
Ohio,39,2013,7,118223,,0.8299866726,0.8807799818,0.8312927588,41.143136276
Ohio,39,2014,7,117468,,0.8265478349,0.8791593307,0.8426222774,41.563855688
Ohio,39,2015,7,118123,,0.827730644,0.8773004807,0.859550362,41.577685971
Ohio,39,2016,7,117426,0.7727146728,0.8153764989,0.8454385005,0.8870011535,42.073297225
Ohio,39,2017,7,118842,0.834104692,0.8165407667,0.8424926792,0.9046175125,41.909863516
Ohio,39,2018,7,119086,0.8574016632,0.8168562263,0.84234052,0.9154007264,42.023260501
Ohio,39,2019,7,119589,0.8770620754,0.8198820541,0.84275201,0.9223947759,42.557041199
Ohio,39,2020,7,102620,0.898633616,0.8372617748,0.8592001279,0.9359940391,42.692058078
Oklahoma,40,2013,7,37146,,0.7520095776,0.7328460559,0.7507553731,39.052980132
Oklahoma,40,2014,7,37293,,0.7445641361,0.7080668864,0.7747775915,39.301531118
Oklahoma,40,2015,7,37251,,0.731694843,0.7057588366,0.7906804944,39.453652251
Oklahoma,40,2016,7,37022,0.7967109967,0.7211211211,0.6842162046,0.8321750322,39.655826265
Oklahoma,40,2017,7,37105,0.8439283269,0.7216388952,0.6849477766,0.8445845697,39.576014014
Oklahoma,40,2018,7,37648,0.8737427958,0.7342637586,0.6776976003,0.8667646062,39.961379091
Oklahoma,40,2019,7,37792,0.8927499649,0.7244986678,0.679336944,0.8772963119,40.695279424
Oklahoma,40,2020,7,37883,0.905363678,0.7644670631,0.696727225,0.8942989478,41.20602909
Oregon,41,2013,7,39342,,0.8875340927,0.8534254353,0.8836836194,41.668166336
Oregon,41,2014,7,39336,,0.8799680978,0.8548937369,0.8889538748,41.883719748
Oregon,41,2015,7,39992,,0.891542914,0.8529579837,0.9052408266,42.066513303
Oregon,41,2016,7,40269,0.8121719245,0.8706408191,0.8388366372,0.9203783587,42.248354814
Oregon,41,2017,7,41219,0.8728047914,0.8752664704,0.8380759746,0.9367830677,42.368349548
Oregon,41,2018,7,42117,0.8966032102,0.8789100411,0.8320799978,0.9467462984,42.299261581
Oregon,41,2019,7,42080,0.9118305793,0.8787079435,0.8382993506,0.9503533745,43.076211977
Oregon,41,2020,7,34415,0.9274348338,0.8908736301,0.8493375312,0.960312055,42.971030074
Pennsylvania,42,2013,7,128382,,0.8380749053,0.9109628531,0.8332257584,42.069822872
Pennsylvania,42,2014,7,127859,,0.8320718388,0.9084502714,0.8408442054,42.491338115
Pennsylvania,42,2015,7,128145,,0.8360545461,0.9112178353,0.8526807959,42.673377814
Pennsylvania,42,2016,7,127270,0.747730004,0.8231406062,0.8620632955,0.8822856857,42.670126503
Pennsylvania,42,2017,7,127433,0.8111616591,0.825517839,0.8596996483,0.8965738473,42.681824959
Pennsylvania,42,2018,7,129066,0.8326326787,0.8271453605,0.8511118511,0.906904807,43.123208281
Pennsylvania,42,2019,7,129194,0.8495402459,0.8219960136,0.8494184075,0.91151887,43.89906652
Pennsylvania,42,2020,7,130159,0.869455311,0.8379359501,0.8644253709,0.9229710914,43.908327507
Rhode Island,44,2013,7,10618,,0.8727162612,0.9537565383,0.8751387908,41.842154831
Rhode Island,44,2014,7,10803,,0.8481452093,0.9413292409,0.8715532632,41.807090623
Rhode Island,44,2015,7,10563,,0.8651053385,0.9356136821,0.8922069953,42.550127805
Rhode Island,44,2016,7,10338,0.7890958277,0.84684216,0.9007597896,0.90916658,43.21861095
Rhode Island,44,2017,7,10516,0.8566911465,0.858119135,0.8923318738,0.9252345981,42.353081019
Rhode Island,44,2018,7,10489,0.8642000615,0.8476990878,0.8838118646,0.9332786717,43.228429784
Rhode Island,44,2019,7,10447,0.8823346787,0.8554279209,0.8844399956,0.9463934596,43.967263329
Rhode Island,44,2020,7,8024,0.899319342,0.8658536585,0.8944108761,0.9524957459,43.63272682
South Carolina,45,2013,7,47205,,0.7983969994,0.8651379712,0.7929494765,41.710984006
South Carolina,45,2014,7,47361,,0.7872842668,0.8663573914,0.794410422,42.104706404
South Carolina,45,2015,7,48023,,0.7976995791,0.8651051708,0.8178172443,42.301334777
South Carolina,45,2016,7,48405,0.7831860343,0.786379944,0.8056093856,0.8613493175,42.527548807
South Carolina,45,2017,7,49438,0.8401300173,0.7855783419,0.8044329535,0.8772747685,42.353918039
South Carolina,45,2018,7,49818,0.8673393521,0.793605948,0.8038949055,0.8996070101,42.614657353
South Carolina,45,2019,7,50893,0.8857409133,0.7972662317,0.8101301508,0.9079010045,43.404318865
South Carolina,45,2020,7,36656,0.9021335251,0.8138858924,0.8285867274,0.920322426,43.373526844
South Dakota,46,2013,7,8740,,0.8189990282,0.8351578613,0.811345967,39.781922197
South Dakota,46,2014,7,8626,,0.8181258466,0.8486893737,0.8267454747,40.798979828
South Dakota,46,2015,7,8742,,0.8060679612,0.8595548734,0.826092233,40.317204301
South Dakota,46,2016,7,8725,0.7447556687,0.799199709,0.828097475,0.8564326422,39.931575931
South Dakota,46,2017,7,8881,0.7841847111,0.8069147027,0.8306509044,0.8703194162,40.182411891
South Dakota,46,2018,7,8986,0.8342560961,0.8035104253,0.8200762735,0.8875014725,40.360449588
South Dakota,46,2019,7,9128,0.871723498,0.812572489,0.8241859244,0.9051264208,41.468229623
South Dakota,46,2020,7,8978,0.8824925816,0.8118694362,0.8396013289,0.9201186944,41.379594564
Tennessee,47,2013,7,65148,,0.7913750861,0.8478890773,0.7882844652,40.944986799
Tennessee,47,2014,7,65554,,0.7839705718,0.8450368307,0.7994808669,41.214922049
Tennessee,47,2015,7,65549,,0.7880816873,0.8519115853,0.8199499418,41.590855696
Tennessee,47,2016,7,65757,0.7695839357,0.7779242855,0.7932628041,0.8575468251,41.937725261
Tennessee,47,2017,7,66575,0.8326741376,0.7781806196,0.7973357309,0.8779389145,41.920705971
Tennessee,47,2018,7,67950,0.8638110168,0.7860568056,0.7870516185,0.8988380671,41.669639441
Tennessee,47,2019,7,68415,0.8788192804,0.7861507749,0.7983024001,0.9036131726,42.359321786
Tennessee,47,2020,7,50966,0.8993458536,0.8023000633,0.8225500082,0.9220299641,42.432425539
Texas,48,2013,7,253599,,0.8113347266,0.8160250957,0.816082213,38.311507537
Texas,48,2014,7,254883,,0.8052743892,0.816187559,0.8242592471,38.694863918
Texas,48,2015,7,259224,,0.8019421688,0.8136158564,0.8364785433,38.938578218
Texas,48,2016,7,261896,0.8369615397,0.7958706103,0.7824878614,0.8788882168,39.058843969
Texas,48,2017,7,265842,0.8864593711,0.8023187405,0.779505616,0.8997591836,39.070466668
Texas,48,2018,7,268100,0.9022363199,0.8011723867,0.7809710724,0.9110836414,39.500048489
Texas,48,2019,7,272776,0.9182206949,0.8116303933,0.787386331,0.9254677358,40.169142447
Texas,48,2020,7,177674,0.930528429,0.8351463626,0.8084841867,0.9381655248,40.520554499
Utah,49,2013,7,28967,,0.9207484082,0.8436972715,0.9082630811,33.858666759
Utah,49,2014,7,28666,,0.9193183857,0.8509074668,0.9194618834,34.652829136
Utah,49,2015,7,29290,,0.9108174184,0.8341424592,0.9269744535,35.017753499
Utah,49,2016,7,29828,0.8703215055,0.9153878203,0.8527605021,0.9484410805,34.739573555
Utah,49,2017,7,30904,0.9246478873,0.918175721,0.8524859458,0.9526827632,34.703015791
Utah,49,2018,7,31603,0.9410007223,0.9235997111,0.8579567434,0.9648039924,35.02540898
Utah,49,2019,7,32371,0.9497299543,0.9231727973,0.8599335278,0.9713975264,35.370794847
Utah,49,2020,7,30103,0.958385395,0.9293002915,0.8792049489,0.9735179786,35.916287413
Vermont,50,2013,7,6388,,0.8868958645,0.873778664,0.8669656203,42.523794615
Vermont,50,2014,7,6370,,0.86526001,0.877665996,0.8626017611,43.421507064
Vermont,50,2015,7,6326,,0.8865319865,0.8922202626,0.8954545455,43.806354727
Vermont,50,2016,7,6411,0.7300928998,0.8780690113,0.8572766436,0.9148971466,44.004523475
Vermont,50,2017,7,6340,0.7881640888,0.8618022865,0.8665136737,0.9150975118,44.154574132
Vermont,50,2018,7,6436,0.811627907,0.8641196013,0.8405204461,0.9323920266,44.831883157
Vermont,50,2019,7,6543,0.8315599935,0.8705189065,0.8520057824,0.9337043706,45.44612563
Vermont,50,2020,7,6445,0.8502862917,0.8760525429,0.8473025947,0.9405523745,44.815671063
Virginia,51,2013,7,83044,,0.8729360543,0.8807234257,0.8666726076,40.038124368
Virginia,51,2014,7,83393,,0.8731655522,0.8764199862,0.8787020768,40.22886813
Virginia,51,2015,7,83472,,0.8669738124,0.8814016173,0.8856557014,40.54402674
Virginia,51,2016,7,83546,0.8246343399,0.8651750507,0.8433877822,0.9101880897,40.876570991
Virginia,51,2017,7,84422,0.8785538742,0.8649184745,0.8387723334,0.9244626305,40.636398095
Virginia,51,2018,7,84755,0.8960868054,0.8670233898,0.8371289888,0.9329468143,41.045672822
Virginia,51,2019,7,84938,0.9110190514,0.8668882715,0.8375347494,0.9361108355,41.535155054
Virginia,51,2020,7,68506,0.9216901855,0.8794196924,0.8498514902,0.9449342001,41.776851663
Washington,53,2013,7,69593,,0.8941367101,0.8730453685,0.8879703535,40.515727156
Washington,53,2014,7,70600,,0.8924202854,0.8785224096,0.8997240789,40.642932011
Washington,53,2015,7,71804,,0.8960782606,0.882092344,0.9137275393,40.720934767
Washington,53,2016,7,72383,0.8353722676,0.8869580253,0.8660477245,0.9377080361,41.004338035
Washington,53,2017,7,74695,0.8930565637,0.8906974147,0.8652410914,0.9465352616,40.997335832
Washington,53,2018,7,76225,0.9108148473,0.8884808791,0.864642057,0.9531945796,41.167149885
Washington,53,2019,7,77879,0.9262711751,0.893557949,0.8629590736,0.9616400874,41.556619885
Washington,53,2020,7,65452,0.9365555502,0.9068976083,0.8703713136,0.9656167852,41.780022001
West Virginia,54,2013,7,18268,,0.7822483164,0.8797409084,0.7801185748,42.99479965
West Virginia,54,2014,7,18216,,0.7752161383,0.8741296611,0.7834582133,43.618412385
West Virginia,54,2015,7,18051,,0.7844098255,0.8818318318,0.8136997491,43.65314941
West Virginia,54,2016,7,17909,0.713430734,0.7671771402,0.8465831843,0.8535469108,43.573007985
West Virginia,54,2017,7,17758,0.7698700065,0.7576423102,0.8361854718,0.8666231377,43.571010249
West Virginia,54,2018,7,18066,0.794685005,0.7486450259,0.8099945085,0.8740602599,44.179121001
West Virginia,54,2019,7,18130,0.8177651427,0.7552216291,0.8174560937,0.8916802042,44.91693326
West Virginia,54,2020,7,14290,0.8466081163,0.772940642,0.8308270677,0.9080860085,45.119804059
Wisconsin,55,2013,7,58556,,0.8408541715,0.8023655866,0.8300427802,41.731265797
Wisconsin,55,2014,7,58549,,0.8435352234,0.8008607112,0.8426940149,42.23108849
Wisconsin,55,2015,7,58578,,0.8412382947,0.8054397415,0.8558306924,42.411195329
Wisconsin,55,2016,7,58569,0.7468970204,0.8348356404,0.769766863,0.8843223522,42.59268555
Wisconsin,55,2017,7,59059,0.8143095373,0.8341612262,0.7662770274,0.8990739427,42.706615418
Wisconsin,55,2018,7,59833,0.8388170574,0.8319317425,0.7579354126,0.9077052455,42.734912172
Wisconsin,55,2019,7,59767,0.8605418304,0.8277302077,0.7612068966,0.9133211679,43.471112821
Wisconsin,55,2020,7,59600,0.8786372932,0.841896595,0.7737175678,0.9256395537,43.903540268
Wyoming,56,2013,7,5828,,0.8650132861,0.7795154185,0.852081488,39.603980782
Wyoming,56,2014,7,5820,,0.8550673281,0.7968784348,0.8626860383,39.757216495
Wyoming,56,2015,7,5819,,0.8640724947,0.7715637772,0.8749111585,40.566592198
Wyoming,56,2016,7,5800,0.7930112319,0.8386521662,0.7745700246,0.8951684792,40.701551724
Wyoming,56,2017,7,5912,0.8557457213,0.8601117709,0.8071811149,0.9114565141,39.361129905
Wyoming,56,2018,7,5740,0.8674351585,0.8278097983,0.771288544,0.9135446686,41.981010453
Wyoming,56,2019,7,5967,0.8915412558,0.8384362567,0.7702135774,0.9311537796,41.194402547
Wyoming,56,2020,7,5251,0.9015151515,0.8542663477,0.768520554,0.9358054226,41.102647115
